Geneid	Length
LOC_Os10g06560	978
LOC_Os10g06565	875
LOC_Os10g06580	1302
LOC_Os10g06600	438
LOC_Os10g06610	2967
LOC_Os10g06620	255
LOC_Os10g06630	1015
LOC_Os10g06640	3270
LOC_Os10g06650	384
LOC_Os10g06660	3165
LOC_Os10g06670	441
LOC_Os10g06680	1440
LOC_Os10g06690	503
LOC_Os10g06700	1315
LOC_Os10g06710	1644
LOC_Os10g06720	1523
LOC_Os10g06730	792
LOC_Os10g06740	3552
LOC_Os10g06750	312
LOC_Os10g06760	3658
LOC_Os10g06770	711
LOC_Os10g06780	972
LOC_Os10g06790	699
LOC_Os10g06800	978
LOC_Os10g06810	1341
LOC_Os10g06820	915
LOC_Os10g06830	3969
LOC_Os10g06840	1485
LOC_Os10g06860	1701
LOC_Os10g06890	864
LOC_Os10g06900	258
LOC_Os10g06910	2763
LOC_Os10g06920	453
LOC_Os10g06930	999
LOC_Os10g06939	455
LOC_Os10g06950	1289
LOC_Os10g06960	513
LOC_Os10g06970	222
LOC_Os10g06980	1008
LOC_Os10g06990	2427
LOC_Os10g07000	513
LOC_Os10g07004	1992
LOC_Os10g07010	1896
LOC_Os10g07030	789
LOC_Os10g07040	1197
LOC_Os10g07050	777
LOC_Os10g07060	507
LOC_Os10g07069	147
LOC_Os10g07080	1594
LOC_Os10g07090	762
LOC_Os10g07100	351
LOC_Os10g07110	690
LOC_Os10g07114	1260
LOC_Os10g07120	321
LOC_Os10g07130	375
LOC_Os10g07139	84
LOC_Os10g07150	2013
LOC_Os10g07160	2052
LOC_Os10g07180	2322
LOC_Os10g07190	2229
LOC_Os10g07200	1343
LOC_Os10g07210	946
LOC_Os10g07229	1865
LOC_Os10g07248	4383
LOC_Os10g07270	3550
LOC_Os10g07280	300
LOC_Os10g07290	1797
LOC_Os10g07300	1018
LOC_Os10g07310	2295
LOC_Os10g07320	198
LOC_Os10g07329	132
LOC_Os10g07340	3057
LOC_Os10g07350	315
LOC_Os10g07370	828
LOC_Os10g07380	717
LOC_Os10g07390	480
LOC_Os10g07400	4395
LOC_Os10g07410	1140
LOC_Os10g07420	447
LOC_Os10g07430	1839
LOC_Os10g07440	782
LOC_Os10g07450	864
LOC_Os10g07460	3852
LOC_Os10g07470	1644
LOC_Os10g07480	3335
LOC_Os10g07500	513
LOC_Os10g07510	1030
LOC_Os10g07520	369
LOC_Os10g07530	2535
LOC_Os10g07532	150
LOC_Os10g07534	2643
LOC_Os10g07536	588
LOC_Os10g07538	1122
LOC_Os10g07542	2886
LOC_Os10g07544	360
LOC_Os10g07546	483
LOC_Os10g07548	1929
LOC_Os10g07552	3462
LOC_Os10g07554	3546
LOC_Os10g07556	2165
LOC_Os10g07558	2643
LOC_Os10g07562	2901
LOC_Os10g07564	267
LOC_Os10g07566	2712
LOC_Os10g07568	249
LOC_Os10g07572	2745
LOC_Os10g07574	7014
LOC_Os10g07576	363
LOC_Os10g07578	3957
LOC_Os10g07582	9321
LOC_Os10g07584	1959
LOC_Os10g07586	402
LOC_Os10g07588	303
LOC_Os10g07592	279
LOC_Os10g07594	2253
LOC_Os10g07596	4350
LOC_Os10g07598	1959
LOC_Os10g07602	402
LOC_Os10g07604	303
LOC_Os10g07606	279
LOC_Os10g07608	2130
LOC_Os10g07612	978
LOC_Os10g07614	1623
LOC_Os10g07616	1197
LOC_Os10g07618	558
LOC_Os10g07622	1284
LOC_Os10g07624	867
LOC_Os10g07626	441
LOC_Os10g07966	768
LOC_Os10g07970	1614
LOC_Os10g07974	540
LOC_Os10g07978	3838
LOC_Os10g07982	321
LOC_Os10g07986	324
LOC_Os10g07990	372
LOC_Os10g07994	3151
LOC_Os10g07998	1372
LOC_Os10g08002	3216
LOC_Os10g08006	3528
LOC_Os10g08010	795
LOC_Os10g08011	1059
LOC_Os10g08014	1521
LOC_Os10g08018	1577
LOC_Os10g08022	1490
LOC_Os10g08026	1447
LOC_Os10g08030	2175
LOC_Os10g08040	1020
LOC_Os10g08050	426
LOC_Os10g08060	1359
LOC_Os10g08070	681
LOC_Os10g08080	2676
LOC_Os10g08090	1467
LOC_Os10g08100	1809
LOC_Os10g08110	195
LOC_Os10g08120	2592
LOC_Os10g08130	1800
LOC_Os10g08140	423
LOC_Os10g08150	756
LOC_Os10g08160	1113
LOC_Os10g08170	291
LOC_Os10g08180	4989
LOC_Os10g08190	1620
LOC_Os10g08200	540
LOC_Os10g08210	1323
LOC_Os10g08220	540
LOC_Os10g08230	1062
LOC_Os10g08240	849
LOC_Os10g08250	3330
LOC_Os10g08260	3180
LOC_Os10g08269	54
LOC_Os10g08280	1802
LOC_Os10g08290	348
LOC_Os10g08300	2133
LOC_Os10g08319	1936
LOC_Os10g08340	1473
LOC_Os10g08350	2379
LOC_Os10g08360	963
LOC_Os10g08370	1236
LOC_Os10g08390	2670
LOC_Os10g08400	282
LOC_Os10g08410	1026
LOC_Os10g08420	1530
LOC_Os10g08430	246
LOC_Os10g08440	420
LOC_Os10g08450	2868
LOC_Os10g08460	1227
LOC_Os10g08474	1706
LOC_Os10g08490	234
LOC_Os10g08500	687
LOC_Os10g08510	615
LOC_Os10g08520	294
LOC_Os10g08530	912
LOC_Os10g08540	2968
LOC_Os10g08550	1777
LOC_Os10g08560	792
LOC_Os10g08570	2570
LOC_Os10g08580	1788
LOC_Os10g08590	384
LOC_Os10g08599	2042
LOC_Os10g08610	1227
LOC_Os10g08620	1200
LOC_Os10g08630	540
LOC_Os10g08640	267
LOC_Os10g08650	1638
LOC_Os10g08660	3771
LOC_Os10g08670	1032
LOC_Os10g08680	411
LOC_Os10g08690	246
LOC_Os10g08696	924
LOC_Os10g08702	3756
LOC_Os10g08710	885
LOC_Os10g08720	180
LOC_Os10g08730	516
LOC_Os10g08740	1566
LOC_Os10g08750	345
LOC_Os10g08754	1731
LOC_Os10g08760	273
LOC_Os10g08780	656
LOC_Os10g08790	465
LOC_Os10g08800	498
LOC_Os10g08810	945
LOC_Os10g08820	4341
LOC_Os10g08830	1023
LOC_Os10g08840	1550
LOC_Os10g08850	1803
LOC_Os10g08879	1654
LOC_Os10g08910	2397
LOC_Os10g08920	5280
LOC_Os10g08930	814
LOC_Os10g08940	3330
LOC_Os10g08950	342
LOC_Os10g08960	453
LOC_Os10g08970	2319
LOC_Os10g08980	738
LOC_Os10g08990	1968
LOC_Os10g09000	270
LOC_Os10g09020	1896
LOC_Os10g09030	558
LOC_Os10g09040	201
LOC_Os10g09050	474
LOC_Os10g09060	3423
LOC_Os10g09070	813
LOC_Os10g09080	414
LOC_Os10g09090	1703
LOC_Os10g09100	447
LOC_Os10g09110	1688
LOC_Os10g09130	453
LOC_Os10g09140	849
LOC_Os10g09150	444
LOC_Os10g09160	1341
LOC_Os10g09170	918
LOC_Os10g09180	1338
LOC_Os10g09190	360
LOC_Os10g09200	450
LOC_Os10g09210	219
LOC_Os10g09220	5124
LOC_Os10g09229	93
LOC_Os10g09240	663
LOC_Os10g09250	459
LOC_Os10g09260	537
LOC_Os10g09270	444
LOC_Os10g09280	4116
LOC_Os10g09290	366
LOC_Os10g09300	429
LOC_Os10g09310	2082
LOC_Os10g09320	171
LOC_Os10g09330	240
LOC_Os10g09340	342
LOC_Os10g09350	4362
LOC_Os10g09360	438
LOC_Os10g09370	1248
LOC_Os10g09380	1434
LOC_Os10g09390	918
LOC_Os10g09400	5355
LOC_Os10g09410	978
LOC_Os10g09430	1743
LOC_Os10g09440	4986
LOC_Os10g09450	441
LOC_Os10g09460	5337
LOC_Os10g09470	2964
LOC_Os10g09480	1884
LOC_Os10g09490	2679
LOC_Os10g09500	3841
LOC_Os10g09510	1776
LOC_Os10g09529	1596
LOC_Os10g09550	1839
LOC_Os10g09560	435
LOC_Os10g09570	1095
LOC_Os10g09580	4086
LOC_Os10g09590	486
LOC_Os10g09600	441
LOC_Os10g09610	5562
LOC_Os10g09620	2121
LOC_Os10g09630	330
LOC_Os10g09640	717
LOC_Os10g09650	525
LOC_Os10g09660	621
LOC_Os10g09670	786
LOC_Os10g09680	339
LOC_Os10g09684	817
LOC_Os10g09690	1017
LOC_Os10g09700	1395
LOC_Os10g09710	300
LOC_Os10g09720	522
LOC_Os10g09740	552
LOC_Os10g09750	477
LOC_Os10g09760	897
LOC_Os10g09770	414
LOC_Os10g09780	198
LOC_Os10g09790	648
LOC_Os10g09800	414
LOC_Os10g09810	3795
LOC_Os10g09820	1491
LOC_Os10g09830	363
LOC_Os10g09850	1643
LOC_Os10g09860	1092
LOC_Os10g09870	2432
LOC_Os10g09880	1704
LOC_Os10g09890	456
LOC_Os10g09900	2637
LOC_Os10g09910	822
LOC_Os10g09920	445
LOC_Os10g09930	1012
LOC_Os10g09940	3258
LOC_Os10g09950	1557
LOC_Os10g09960	1098
LOC_Os10g09970	3735
LOC_Os10g09990	1778
LOC_Os10g10000	315
LOC_Os10g10010	342
LOC_Os10g10020	762
LOC_Os10g10030	3038
LOC_Os10g10040	1185
LOC_Os10g10050	389
LOC_Os10g10060	411
LOC_Os10g10080	1761
LOC_Os10g10090	357
LOC_Os10g10100	4182
LOC_Os10g10110	2388
LOC_Os10g10119	114
LOC_Os10g10130	5080
LOC_Os10g10140	504
LOC_Os10g10149	1101
LOC_Os10g10160	582
LOC_Os10g10170	5405
LOC_Os10g10175	1045
LOC_Os10g10180	1534
LOC_Os10g10190	3072
LOC_Os10g10200	2049
LOC_Os10g10214	3246
LOC_Os10g10230	234
LOC_Os10g10244	3500
LOC_Os10g10260	888
LOC_Os10g10270	786
LOC_Os10g10280	294
LOC_Os10g10290	1509
LOC_Os10g10300	4062
LOC_Os10g10310	357
LOC_Os10g10320	774
LOC_Os10g10334	1188
LOC_Os10g10350	2610
LOC_Os10g10360	3969
LOC_Os10g10370	300
LOC_Os10g10380	3678
LOC_Os10g10390	975
LOC_Os10g10400	363
LOC_Os10g10410	1251
LOC_Os10g10420	1347
LOC_Os10g10434	1532
LOC_Os10g10450	870
LOC_Os10g10460	5460
LOC_Os10g10480	4110
LOC_Os10g10490	1089
LOC_Os10g10500	2864
LOC_Os10g10510	594
LOC_Os10g10520	2010
LOC_Os10g10530	348
LOC_Os10g10540	1647
LOC_Os10g10550	246
LOC_Os10g10560	657
LOC_Os10g10570	345
LOC_Os10g10580	237
LOC_Os10g10590	894
LOC_Os10g10600	4422
LOC_Os10g10610	354
LOC_Os10g10620	800
LOC_Os10g10630	666
LOC_Os10g10640	2904
LOC_Os10g10650	435
LOC_Os10g10660	1506
LOC_Os10g10664	489
LOC_Os10g10670	2091
LOC_Os10g10680	2898
LOC_Os10g10700	1236
LOC_Os10g10720	1695
LOC_Os10g10724	207
LOC_Os10g10730	4251
LOC_Os10g10740	609
LOC_Os10g10744	402
LOC_Os10g10750	945
LOC_Os10g10760	695
LOC_Os10g10770	3000
LOC_Os10g10780	3192
LOC_Os10g10794	228
LOC_Os10g10798	2560
LOC_Os10g10810	5988
LOC_Os10g10820	2580
LOC_Os10g10830	5895
LOC_Os10g10840	2436
LOC_Os10g10849	228
LOC_Os10g10860	357
LOC_Os10g10870	1054
LOC_Os10g10880	1806
LOC_Os10g10890	759
LOC_Os10g10904	303
LOC_Os10g10920	4251
LOC_Os10g10929	303
LOC_Os10g10938	225
LOC_Os10g10950	2025
LOC_Os10g10960	360
LOC_Os10g10970	1788
LOC_Os10g10980	960
LOC_Os10g10990	2305
LOC_Os10g11012	1122
LOC_Os10g11022	538
LOC_Os10g11034	1539
LOC_Os10g11060	1074
LOC_Os10g11070	1737
LOC_Os10g11080	1320
LOC_Os10g11090	1419
LOC_Os10g11100	1288
LOC_Os10g11110	1761
LOC_Os10g11120	582
LOC_Os10g11130	882
LOC_Os10g11140	2446
LOC_Os10g11150	1440
LOC_Os10g11160	909
LOC_Os10g11170	399
LOC_Os10g11180	2670
LOC_Os10g11190	4152
LOC_Os10g11200	2184
LOC_Os10g11210	3294
LOC_Os10g11220	2751
LOC_Os10g11230	2910
LOC_Os10g11240	828
LOC_Os10g11250	3504
LOC_Os10g11260	2842
LOC_Os10g11270	1291
LOC_Os10g11280	2283
LOC_Os10g11290	963
LOC_Os10g11310	2899
LOC_Os10g11320	546
LOC_Os10g11330	1788
LOC_Os10g11340	2921
LOC_Os10g11354	1844
LOC_Os10g11370	1074
LOC_Os10g11384	2877
LOC_Os10g11400	4221
LOC_Os10g11420	642
LOC_Os10g11430	4500
LOC_Os10g11454	5238
LOC_Os10g11480	657
LOC_Os10g11500	739
LOC_Os10g11506	651
LOC_Os10g11512	207
LOC_Os10g11520	513
LOC_Os10g11530	1206
LOC_Os10g11540	210
LOC_Os10g11550	474
LOC_Os10g11560	510
LOC_Os10g11570	612
LOC_Os10g11580	1449
LOC_Os10g11590	2062
LOC_Os10g11600	402
LOC_Os10g11610	609
LOC_Os10g11620	4251
LOC_Os10g11630	207
LOC_Os10g11640	462
LOC_Os10g11650	1854
LOC_Os10g11660	2307
LOC_Os10g11666	966
LOC_Os10g11672	4509
LOC_Os10g11680	4461
LOC_Os10g11690	5394
LOC_Os10g11696	885
LOC_Os10g11702	4428
LOC_Os10g11710	489
LOC_Os10g11720	630
LOC_Os10g11730	620
LOC_Os10g11740	1197
LOC_Os10g11750	712
LOC_Os10g11770	375
LOC_Os10g11780	1365
LOC_Os10g11794	3948
LOC_Os10g11810	1801
LOC_Os10g11820	2995
LOC_Os10g11830	415
LOC_Os10g11844	603
LOC_Os10g11860	1744
LOC_Os10g11870	4845
LOC_Os10g11889	532
LOC_Os10g11910	1389
LOC_Os10g11920	3027
LOC_Os10g11930	1767
LOC_Os10g11940	435
LOC_Os10g11954	4698
LOC_Os10g11970	1773
LOC_Os10g11980	2208
LOC_Os10g11990	2679
LOC_Os10g12000	3210
LOC_Os10g12010	1512
LOC_Os10g12020	3210
LOC_Os10g12030	6078
LOC_Os10g12050	1900
LOC_Os10g12080	723
LOC_Os10g12090	249
LOC_Os10g12110	987
LOC_Os10g12120	816
LOC_Os10g12130	3655
LOC_Os10g12140	2970
LOC_Os10g12149	360
LOC_Os10g12160	4827
LOC_Os10g12174	5421
LOC_Os10g12190	1110
LOC_Os10g12200	1344
LOC_Os10g12220	2499
LOC_Os10g12226	2490
LOC_Os10g12232	2928
LOC_Os10g12240	2427
LOC_Os10g12260	1278
LOC_Os10g12270	3099
LOC_Os10g12280	2538
LOC_Os10g12290	1165
LOC_Os10g12300	699
LOC_Os10g12320	339
LOC_Os10g12330	1719
LOC_Os10g12354	2408
LOC_Os10g12380	303
LOC_Os10g12390	401
LOC_Os10g12400	837
LOC_Os10g12410	1854
LOC_Os10g12440	855
LOC_Os10g12450	321
LOC_Os10g12460	1305
LOC_Os10g12470	2871
LOC_Os10g12480	1698
LOC_Os10g12490	237
LOC_Os10g12500	1070
LOC_Os10g12520	837
LOC_Os10g12530	3792
LOC_Os10g12539	645
LOC_Os10g12548	4044
LOC_Os10g12560	1131
LOC_Os10g12570	5625
LOC_Os10g12580	1614
LOC_Os10g12590	1959
LOC_Os10g12610	450
LOC_Os10g12620	3420
LOC_Os10g12630	5391
LOC_Os10g12640	603
LOC_Os10g12650	435
LOC_Os10g12660	738
LOC_Os10g12670	5481
LOC_Os10g12680	231
LOC_Os10g12690	5415
LOC_Os10g12700	480
LOC_Os10g12710	5391
LOC_Os10g12720	697
LOC_Os10g12730	1992
LOC_Os10g12740	4428
LOC_Os10g12750	1409
LOC_Os10g12760	3195
LOC_Os10g12770	5550
LOC_Os10g12780	804
LOC_Os10g12790	603
LOC_Os10g12800	1251
LOC_Os10g12804	789
LOC_Os10g12808	5523
LOC_Os10g12812	687
LOC_Os10g12816	1218
LOC_Os10g13300	2970
LOC_Os10g13310	522
LOC_Os10g13320	1182
LOC_Os10g13340	1632
LOC_Os10g13350	3690
LOC_Os10g13360	654
LOC_Os10g13370	5379
LOC_Os10g13380	438
LOC_Os10g13390	2403
LOC_Os10g13400	5802
LOC_Os10g13410	588
LOC_Os10g13420	1590
LOC_Os10g13430	4332
LOC_Os10g13440	411
LOC_Os10g13450	546
LOC_Os10g13460	429
LOC_Os10g13470	1989
LOC_Os10g13480	2388
LOC_Os10g13490	3006
LOC_Os10g13500	465
LOC_Os10g13505	3256
LOC_Os10g13510	1167
LOC_Os10g13530	5142
LOC_Os10g13540	249
LOC_Os10g13550	2259
LOC_Os10g13560	249
LOC_Os10g13570	324
LOC_Os10g13580	483
LOC_Os10g13590	510
LOC_Os10g13610	5208
LOC_Os10g13620	351
LOC_Os10g13630	2571
LOC_Os10g13650	486
LOC_Os10g13660	645
LOC_Os10g13670	2473
LOC_Os10g13680	600
LOC_Os10g13690	3429
LOC_Os10g13694	3355
LOC_Os10g13700	2850
LOC_Os10g13710	252
LOC_Os10g13730	1323
LOC_Os10g13740	1146
LOC_Os10g13760	1662
LOC_Os10g13770	2550
LOC_Os10g13780	336
LOC_Os10g13790	867
LOC_Os10g13800	1695
LOC_Os10g13810	1775
LOC_Os10g13820	648
LOC_Os10g13830	1830
LOC_Os10g13840	843
LOC_Os10g13850	1033
LOC_Os10g13870	447
LOC_Os10g13880	255
LOC_Os10g13900	810
LOC_Os10g13914	1220
LOC_Os10g13930	441
LOC_Os10g13940	2053
LOC_Os10g13950	750
LOC_Os10g13960	4044
LOC_Os10g13970	3395
LOC_Os10g13980	5895
LOC_Os10g13990	2481
LOC_Os10g14004	114
LOC_Os10g14011	952
LOC_Os10g14020	980
LOC_Os10g14030	1692
LOC_Os10g14040	1944
LOC_Os10g14050	826
LOC_Os10g14060	276
LOC_Os10g14070	555
LOC_Os10g14080	474
LOC_Os10g14100	474
LOC_Os10g14120	2217
LOC_Os10g14130	1500
LOC_Os10g14140	510
LOC_Os10g14150	591
LOC_Os10g14160	288
LOC_Os10g14170	762
LOC_Os10g14180	7957
LOC_Os10g14194	936
LOC_Os10g14210	204
LOC_Os10g14220	174
LOC_Os10g14230	2214
LOC_Os10g14250	1254
LOC_Os10g14260	2694
LOC_Os10g14270	216
LOC_Os10g14280	1191
LOC_Os10g14290	1215
LOC_Os10g14295	2754
LOC_Os10g14795	4161
LOC_Os10g14800	426
LOC_Os10g14814	990
LOC_Os10g14830	588
LOC_Os10g14840	900
LOC_Os10g14850	678
LOC_Os10g14860	1566
LOC_Os10g14870	1179
LOC_Os10g14880	342
LOC_Os10g14889	447
LOC_Os10g14900	408
LOC_Os10g14920	3844
LOC_Os10g14930	1692
LOC_Os10g14940	612
LOC_Os10g14950	1995
LOC_Os10g14960	918
LOC_Os10g14970	888
LOC_Os10g14980	684
LOC_Os10g14990	933
LOC_Os10g15000	153
LOC_Os10g15010	2085
LOC_Os10g15020	498
LOC_Os10g15030	642
LOC_Os10g15040	2706
LOC_Os10g15050	381
LOC_Os10g15060	2355
LOC_Os10g15079	4815
LOC_Os10g15100	174
LOC_Os10g15120	396
LOC_Os10g15130	2961
LOC_Os10g15140	432
LOC_Os10g15150	801
LOC_Os10g15160	309
LOC_Os10g15164	2619
LOC_Os10g15170	2346
LOC_Os10g15180	1935
LOC_Os10g15190	954
LOC_Os10g15200	612
LOC_Os10g15210	2172
LOC_Os10g15220	945
LOC_Os10g15230	444
LOC_Os10g15240	858
LOC_Os10g15250	4992
LOC_Os10g15260	375
LOC_Os10g15270	2868
LOC_Os10g15279	357
LOC_Os10g15290	609
LOC_Os10g15300	861
LOC_Os10g15310	2524
LOC_Os10g15320	612
LOC_Os10g15330	939
LOC_Os10g15340	2487
LOC_Os10g15360	444
LOC_Os10g15370	204
LOC_Os10g15390	1045
LOC_Os10g16390	2850
LOC_Os10g16400	906
LOC_Os10g16410	984
LOC_Os10g16419	111
LOC_Os10g16430	903
LOC_Os10g16440	3632
LOC_Os10g16450	1260
LOC_Os10g16460	3195
LOC_Os10g16470	1848
LOC_Os10g16480	5433
LOC_Os10g16490	1092
LOC_Os10g16500	633
LOC_Os10g16510	627
LOC_Os10g16520	1617
LOC_Os10g16530	975
LOC_Os10g16540	2997
LOC_Os10g16550	2964
LOC_Os10g16560	7344
LOC_Os10g16570	714
LOC_Os10g16580	606
LOC_Os10g16589	117
LOC_Os10g16600	5466
LOC_Os10g16610	390
LOC_Os10g16620	537
LOC_Os10g16630	618
LOC_Os10g16640	5770
LOC_Os10g16650	648
LOC_Os10g16660	330
LOC_Os10g16670	2844
LOC_Os10g16680	372
LOC_Os10g16690	1992
LOC_Os10g16700	648
LOC_Os10g16720	5145
LOC_Os10g16740	837
LOC_Os10g16750	3981
LOC_Os10g16760	1968
LOC_Os10g16770	642
LOC_Os10g16780	1494
LOC_Os10g16790	642
LOC_Os10g16800	1962
LOC_Os10g16810	1224
LOC_Os10g16824	1908
LOC_Os10g16840	1971
LOC_Os10g16850	2994
LOC_Os10g16860	5892
LOC_Os10g16870	3615
LOC_Os10g16880	4865
LOC_Os10g16890	498
LOC_Os10g16900	5322
LOC_Os10g16910	5466
LOC_Os10g16920	384
LOC_Os10g16930	375
LOC_Os10g16950	4569
LOC_Os10g16960	462
LOC_Os10g16974	2124
LOC_Os10g16990	3057
LOC_Os10g17000	390
LOC_Os10g17010	345
LOC_Os10g17020	1209
LOC_Os10g17030	3000
LOC_Os10g17040	1482
LOC_Os10g17050	4278
LOC_Os10g17060	978
LOC_Os10g17070	1179
LOC_Os10g17080	564
LOC_Os10g17090	1788
LOC_Os10g17100	735
LOC_Os10g17110	903
LOC_Os10g17120	300
LOC_Os10g17130	387
LOC_Os10g17140	963
LOC_Os10g17150	1254
LOC_Os10g17170	4734
LOC_Os10g17180	987
LOC_Os10g17190	519
LOC_Os10g17210	1053
LOC_Os10g17220	465
LOC_Os10g17230	2298
LOC_Os10g17240	207
LOC_Os10g17250	5838
LOC_Os10g17260	1882
LOC_Os10g17270	648
LOC_Os10g17280	1456
LOC_Os10g17290	810
LOC_Os10g17300	2472
LOC_Os10g17310	2106
LOC_Os10g17320	1632
LOC_Os10g17330	696
LOC_Os10g17340	5412
LOC_Os10g17350	3063
LOC_Os10g17360	5478
LOC_Os10g17370	2070
LOC_Os10g17380	1029
LOC_Os10g17390	1389
LOC_Os10g17400	3363
LOC_Os10g17410	3336
LOC_Os10g17430	588
LOC_Os10g17440	900
LOC_Os10g17454	1741
LOC_Os10g17470	2442
LOC_Os10g17489	1742
LOC_Os10g17510	1518
LOC_Os10g17520	1052
LOC_Os10g17530	651
LOC_Os10g17540	2184
LOC_Os10g17560	5334
LOC_Os10g17570	2805
LOC_Os10g17580	1362
LOC_Os10g17590	645
LOC_Os10g17600	402
LOC_Os10g17610	4104
LOC_Os10g17620	1713
LOC_Os10g17630	819
LOC_Os10g17640	258
LOC_Os10g17650	1844
LOC_Os10g17660	884
LOC_Os10g17670	630
LOC_Os10g17680	898
LOC_Os10g17690	1884
LOC_Os10g17700	396
LOC_Os10g17710	2046
LOC_Os10g17724	2742
LOC_Os10g17740	1428
LOC_Os10g17750	402
LOC_Os10g17759	132
LOC_Os10g17770	1759
LOC_Os10g17780	1368
LOC_Os10g17785	228
LOC_Os10g17790	1264
LOC_Os10g17800	1140
LOC_Os10g17810	177
LOC_Os10g17820	5358
LOC_Os10g17830	702
LOC_Os10g17840	1143
LOC_Os10g17850	1281
LOC_Os10g17860	1125
LOC_Os10g17870	2283
LOC_Os10g17880	492
LOC_Os10g17890	912
LOC_Os10g17900	4785
LOC_Os10g17910	1176
LOC_Os10g17920	594
LOC_Os10g17930	1724
LOC_Os10g17940	1825
LOC_Os10g17950	2064
LOC_Os10g17960	2043
LOC_Os10g17970	2292
LOC_Os10g17980	2778
LOC_Os10g17990	1873
LOC_Os10g18010	825
LOC_Os10g18026	1254
LOC_Os10g18042	2061
LOC_Os10g18060	3798
LOC_Os10g18070	1670
LOC_Os10g18080	531
LOC_Os10g18084	162
LOC_Os10g18090	447
LOC_Os10g18099	831
LOC_Os10g18140	4902
LOC_Os10g18150	2396
LOC_Os10g18160	4617
LOC_Os10g18170	330
LOC_Os10g18180	1131
LOC_Os10g18190	780
LOC_Os10g18200	4788
LOC_Os10g18210	2355
LOC_Os10g18220	2083
LOC_Os10g18234	591
LOC_Os10g18250	336
LOC_Os10g18260	1248
LOC_Os10g18280	987
LOC_Os10g18294	5052
LOC_Os10g18310	546
LOC_Os10g18330	750
LOC_Os10g18340	892
LOC_Os10g18350	3036
LOC_Os10g18360	3798
LOC_Os10g18364	1632
LOC_Os10g18370	1227
LOC_Os10g18380	996
LOC_Os10g18390	900
LOC_Os10g18400	2839
LOC_Os10g18410	309
LOC_Os10g18420	3690
LOC_Os10g18430	450
LOC_Os10g18440	3129
LOC_Os10g18450	804
LOC_Os10g18460	216
LOC_Os10g18470	555
LOC_Os10g18480	867
LOC_Os10g18490	543
LOC_Os10g18500	492
LOC_Os10g18510	1534
LOC_Os10g18520	216
LOC_Os10g18530	702
LOC_Os10g18540	420
LOC_Os10g18550	2157
LOC_Os10g18560	2970
LOC_Os10g18570	798
LOC_Os10g18580	3285
LOC_Os10g18590	1632
LOC_Os10g18600	1011
LOC_Os10g18610	1797
LOC_Os10g18620	399
LOC_Os10g18630	774
LOC_Os10g18640	636
LOC_Os10g18650	4332
LOC_Os10g18660	3585
LOC_Os10g18670	3552
LOC_Os10g18700	789
LOC_Os10g18704	372
LOC_Os10g18710	516
LOC_Os10g18720	1101
LOC_Os10g18730	1134
LOC_Os10g18740	2811
LOC_Os10g18750	333
LOC_Os10g18760	992
LOC_Os10g18770	2205
LOC_Os10g18780	948
LOC_Os10g18790	1914
LOC_Os10g18800	228
LOC_Os10g18810	390
LOC_Os10g18820	957
LOC_Os10g18830	2670
LOC_Os10g18840	2946
LOC_Os10g18850	231
LOC_Os10g18860	3153
LOC_Os10g18870	913
LOC_Os10g18880	741
LOC_Os10g18890	1165
LOC_Os10g18899	96
LOC_Os10g18910	318
LOC_Os10g18920	171
LOC_Os10g18930	738
LOC_Os10g18940	2034
LOC_Os10g18950	330
LOC_Os10g18960	1083
LOC_Os10g18970	1116
LOC_Os10g18980	1257
LOC_Os10g18990	2256
LOC_Os10g19000	1536
LOC_Os10g19010	1830
LOC_Os10g19020	3333
LOC_Os10g19030	261
LOC_Os10g19040	609
LOC_Os10g19050	834
LOC_Os10g19064	1086
LOC_Os10g19080	1116
LOC_Os10g19090	357
LOC_Os10g19100	522
LOC_Os10g19110	300
LOC_Os10g19120	2412
LOC_Os10g19130	5988
LOC_Os10g19140	892
LOC_Os10g19150	348
LOC_Os10g19160	3299
LOC_Os10g19180	2461
LOC_Os10g19190	988
LOC_Os10g19200	908
LOC_Os10g19210	345
LOC_Os10g19230	1236
LOC_Os10g19240	681
LOC_Os10g19250	186
LOC_Os10g19270	1115
LOC_Os10g19280	1611
LOC_Os10g19290	1482
LOC_Os10g19300	663
LOC_Os10g19310	1257
LOC_Os10g19314	312
LOC_Os10g19318	291
LOC_Os10g19322	3165
LOC_Os10g19326	3072
LOC_Os10g19330	516
LOC_Os10g19331	2111
LOC_Os10g19334	3020
LOC_Os10g19338	2541
LOC_Os10g19342	549
LOC_Os10g19810	573
LOC_Os10g19820	471
LOC_Os10g19830	1194
LOC_Os10g19850	849
LOC_Os10g19860	3301
LOC_Os10g19880	3087
LOC_Os10g19890	1860
LOC_Os10g19892	237
LOC_Os10g19894	231
LOC_Os10g19898	237
LOC_Os10g19902	237
LOC_Os10g19904	234
LOC_Os10g19910	927
LOC_Os10g19912	240
LOC_Os10g19914	240
LOC_Os10g19919	1313
LOC_Os10g19925	249
LOC_Os10g19930	426
LOC_Os10g19940	816
LOC_Os10g19950	2385
LOC_Os10g19960	2877
LOC_Os10g19970	814
LOC_Os10g19980	738
LOC_Os10g19990	426
LOC_Os10g20000	3039
LOC_Os10g20010	336
LOC_Os10g20020	5358
LOC_Os10g20030	3138
LOC_Os10g20040	4884
LOC_Os10g20050	1650
LOC_Os10g20060	462
LOC_Os10g20070	1788
